latitude (deg),longitude (deg),altitude (m)
41.56802416,2.256935717,0
41.56803826,2.256917673,0
41.56805816,2.256902957,0
41.56807158,2.256887407,0
41.56807197,2.256886228,0
41.56808451,2.256873497,0
41.56810307,2.256863287,0
41.56811584,2.256854529,0
41.56813429,2.256846449,0
41.56815264,2.256832143,0
41.56817408,2.256816,0
41.56819558,2.256802831,0
41.56821837,2.256792945,0
41.56823752,2.256781619,0
41.56825821,2.256769579,0
41.56828501,2.256755676,0
41.56829804,2.256747091,0
41.56832072,2.256735345,0
41.56834613,2.256722596,0
41.5683674,2.256714377,0
41.56838228,2.256702903,0
41.56839455,2.256695841,0
41.56840881,2.25668871,0
41.56842429,2.256680059,0
41.56843485,2.25667161,0
41.5684486,2.256666997,0
41.56846408,2.256657106,0
41.5684642,2.256656745,0
41.56847812,2.256649461,0
41.56848776,2.256643212,0
41.5684962,2.256638661,0
41.56850634,2.256632754,0
41.56851504,2.25662951,0
41.56852588,2.25662269,0
41.56853639,2.256615091,0
41.56854945,2.25660814,0
41.56856288,2.256601535,0
41.56857322,2.256596273,0
41.5685847,2.256589382,0
41.56859769,2.2565815,0
41.56860736,2.256578041,0
41.56861507,2.256572602,0
41.5686248,2.256567714,0
41.56863859,2.256559493,0
41.56863897,2.256559132,0
41.56864952,2.25655356,0
41.56866992,2.256542658,0
41.56869545,2.256528071,0
41.56871685,2.256516479,0
41.56873843,2.256503797,0
41.56875912,2.256489932,0
41.56877262,2.256480341,0
41.56879249,2.256470023,0
41.56880923,2.256462571,0
41.56882379,2.256452355,0
41.56884411,2.256441925,0
41.56886168,2.256431578,0
41.56887735,2.256421903,0
41.5688899,2.256413405,0
41.56894064,2.256385566,0
41.56896252,2.25637538,0
41.56898023,2.256364658,0
41.56900061,2.256351506,0
41.56902631,2.256340224,0
41.56904966,2.256325112,0
41.56906893,2.25631451,0
41.56908548,2.256305861,0
41.56910257,2.256297247,0
41.56912594,2.256283599,0
41.56914846,2.256268845,0
41.56917011,2.256258203,0
41.56917141,2.256257486,0
41.56918734,2.256246551,0
41.56920895,2.256234389,0
41.56922471,2.256225423,0
41.56924419,2.256215998,0
41.5692609,2.256207273,0
41.56928089,2.256193909,0
41.56930603,2.256181487,0
41.56932913,2.256167986,0
41.56935453,2.256155181,0
41.56936683,2.256143649,0
41.56938767,2.2561313,0
41.56940586,2.256122144,0
41.56942144,2.256113693,0
41.56943969,2.256101025,0
41.56945871,2.256093483,0
41.56947191,2.256084614,0
41.56948568,2.256078376,0
41.56949985,2.256065692,0
41.56951623,2.256060834,0
41.56951723,2.256060069,0
41.56952915,2.256052276,0
41.56954664,2.256041591,0
41.56956218,2.256031208,0
41.56958552,2.256017792,0
41.56960662,2.256005056,0
41.56962562,2.255990696,0
41.56964301,2.255985937,0
41.56966095,2.255975381,0
41.56967698,2.255965619,0
41.56969324,2.255958504,0
41.56970969,2.255951401,0
41.5697228,2.255945049,0
41.56973907,2.255938903,0
41.56975464,2.255935884,0
41.56976745,2.255930208,0
41.56978694,2.255925908,0
41.56980332,2.255919255,0
41.56982376,2.255915061,0
41.56984009,2.255910471,0
41.56985637,2.255908813,0
41.5698748,2.255906483,0
41.56989389,2.255904517,0
41.56991363,2.255902983,0
41.56993119,2.255901288,0
41.5699461,2.25590103,0
41.56996636,2.25590274,0
41.56998196,2.255902964,0
41.56999511,2.25590328,0
41.57000897,2.255905016,0
41.57002396,2.255907639,0
41.57003624,2.255909098,0
41.57004792,2.255910478,0
41.57006325,2.255912332,0
41.57007471,2.255915265,0
41.57008836,2.25591733,0
41.57009839,2.255919461,0
41.5701085,2.255921633,0
41.57011546,2.255925737,0
41.57013438,2.255928779,0
41.57015917,2.255936857,0
41.57017552,2.255942675,0
41.57019573,2.25594918,0
41.57021132,2.255956083,0
41.57022526,2.255962341,0
41.57023646,2.255966931,0
41.57024843,2.255973049,0
41.57025946,2.255980017,0
41.57027398,2.255987454,0
41.57028691,2.255994837,0
41.57029894,2.256002388,0
41.57030861,2.256007314,0
41.57031909,2.256014133,0
41.57032874,2.256020008,0
41.57034003,2.256028481,0
41.57035262,2.256036607,0
41.57036035,2.256042578,0
41.57036874,2.256049158,0
41.57037736,2.256056661,0
41.57038672,2.256062714,0
41.57039492,2.256069297,0
41.57040515,2.256078136,0
41.5704159,2.25608729,0
41.57042526,2.256094942,0
41.57043302,2.25610157,0
41.57044135,2.256108578,0
41.57045041,2.256116386,0
41.57045612,2.25612291,0
41.57046292,2.256127851,0
41.57046812,2.256135178,0
41.57047534,2.256140292,0
41.5704815,2.256147024,0
41.57048601,2.256154126,0
41.57049966,2.256168466,0
41.57051257,2.256181302,0
41.57051965,2.256190889,0
41.57053127,2.256203072,0
41.57053933,2.256212902,0
41.57054708,2.256222929,0
41.57055243,2.256231402,0
41.57055921,2.256240554,0
41.57056904,2.256252242,0
41.57057898,2.256266739,0
41.57058867,2.256279718,0
41.57059475,2.256290034,0
41.57060442,2.256300959,0
41.57061219,2.256313431,0
41.57061869,2.25632497,0
41.57062857,2.256340704,0
41.5706366,2.256353404,0
41.57064345,2.256363604,0
41.57065251,2.256378319,0
41.57065682,2.25638811,0
41.57066386,2.256399695,0
41.57067246,2.256415762,0
41.57067884,2.256426235,0
41.5706828,2.256437531,0
41.5706885,2.256451263,0
41.57069551,2.256463044,0
41.57069814,2.256471381,0
41.57070352,2.256479306,0
41.57070638,2.25648852,0
41.57071095,2.256497062,0
41.57071574,2.25650505,0
41.57072491,2.256526374,0
41.57073278,2.256544277,0
41.57074026,2.256563907,0
41.5707455,2.256572347,0
41.57074952,2.256581602,0
41.57075314,2.256591887,0
41.57075854,2.256603087,0
41.57076288,2.256615687,0
41.57076665,2.256625285,0
41.57076851,2.256633036,0
41.57077262,2.256640426,0
41.5707751,2.256649233,0
41.57077808,2.256656701,0
41.57078155,2.256665459,0
41.57078435,2.256671752,0
41.57078714,2.256679916,0
41.57078864,2.256686144,0
41.57079138,2.256698118,0
41.57079656,2.256707457,0
41.5708048,2.256726079,0
41.57081095,2.256745569,0
41.57081725,2.256765264,0
41.57082671,2.256785142,0
41.5708343,2.256804678,0
41.57084099,2.256822592,0
41.57084821,2.256841745,0
41.57085219,2.256857107,0
41.57085846,2.256875048,0
41.57086567,2.256888337,0
41.57087274,2.25690806,0
41.57087747,2.256920625,0
41.57088047,2.256931792,0
41.57088424,2.25694163,0
41.5708867,2.256950976,0
41.57089224,2.256961785,0
41.57089872,2.256975866,0
41.57090386,2.256990904,0
41.57091842,2.257026232,0
41.57092883,2.25705373,0
41.57093789,2.257073758,0
41.57094261,2.257084825,0
41.57094861,2.257103431,0
41.5709576,2.257120513,0
41.5709625,2.257137171,0
41.57096697,2.25715306,0
41.57097122,2.257167984,0
41.57098056,2.257188664,0
41.57098819,2.257206789,0
41.57099641,2.25722258,0
41.57100216,2.25723902,0
41.57100723,2.257256848,0
41.571016,2.257275498,0
41.57102232,2.257291213,0
41.5710288,2.257311325,0
41.57103512,2.257324331,0
41.57104106,2.257341577,0
41.57104972,2.257359405,0
41.57105673,2.257375691,0
41.5710615,2.257391488,0
41.57106979,2.257410777,0
41.57107728,2.257428504,0
41.57108268,2.25744469,0
41.57108863,2.257462256,0
41.57109603,2.257478865,0
41.57110103,2.257496709,0
41.57110912,2.257514835,0
41.57111376,2.257529193,0
